#drkcfile delivery-date activation-date delivery-mjd activation-mjd useafter useafter-mjd
zcv1945ni_dkc.fits 2016-01-13 2016-02-23 57400.602778 57441.766667 2014-10-04 56934.584028
zcv1945oi_dkc.fits 2016-01-13 2016-02-23 57400.602778 57441.766667 2014-10-05 56935.939583
zcv1945pi_dkc.fits 2016-01-13 2016-02-23 57400.602778 57441.766667 2014-10-07 56937.0
zcv19489i_dkc.fits 2016-01-13 2016-02-23 57400.686806 57441.766667 2014-10-10 56940.198611
zcv1948bi_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-12 56942.182639
zcv1948ci_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-13 56943.513194
zcv1948di_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-13 56943.961111
zcv1948ei_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-15 56945.020139
zcv1948fi_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-16 56946.003472
zcv1948hi_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-17 56947.244444
zcv1948gi_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-17 56947.914583
zcv1948ii_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-19 56949.142361
zcv1948ji_dkc.fits 2016-01-13 2016-02-23 57400.6875 57441.766667 2014-10-20 56950.015278
zcv1948ki_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-22 56952.301389
zcv1948li_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-23 56953.051389
zcv1948mi_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-24 56954.002778
zcv1948ni_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-25 56955.025694
zcv1948oi_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-26 56956.26875
zcv1948pi_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-27 56957.020833
zcv1948qi_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-28 56958.0
zcv1948ri_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-29 56959.0
zcv1948si_dkc.fits 2016-01-13 2016-02-23 57400.688194 57441.766667 2014-10-30 56960.027083
zcv1948ti_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-10-31 56961.0
zcv19490i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-01 56962.041667
zcv19491i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-02 56963.0125
zcv19492i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-05 56966.73125
zcv19493i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-08 56969.152083
zcv19494i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-09 56970.002778
zcv19495i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2014-11-10 56971.204167
zcv1951li_dkc.fits 2016-01-14 2016-02-23 57401.582639 57441.766667 2014-11-11 56972.185417
zcv1951mi_dkc.fits 2016-01-14 2016-02-23 57401.582639 57441.766667 2014-11-12 56973.126389
zcv1951ni_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-13 56974.004167
zcv1951oi_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-14 56975.169444
zcv1951pi_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-15 56976.04375
zcv1951qi_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-16 56977.040972
zcv1951ri_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-17 56978.589583
zcv1951si_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-19 56980.022917
zcv1951ti_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-20 56981.142361
zcv19520i_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-21 56982.532639
zcv19521i_dkc.fits 2016-01-14 2016-02-23 57401.583333 57441.766667 2014-11-21 56982.550694
zcv19522i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-23 56984.130556
zcv19523i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-24 56985.157639
zcv19524i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-25 56986.069444
zcv19525i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-26 56987.034028
zcv19526i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-27 56988.0
zcv19527i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-28 56989.022222
zcv19528i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-29 56990.019444
zcv19529i_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-11-30 56991.047222
zcv1952ai_dkc.fits 2016-01-14 2016-02-23 57401.584028 57441.766667 2014-12-01 56992.522917
zcv1952bi_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2014-12-04 56995.479861
zcv1952ci_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2014-12-07 56998.003472
zcv1952di_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2014-12-08 56999.00625
zcv1952ei_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2014-12-08 56999.30625
zcv1952fi_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2014-12-10 57001.786111
zcv1955di_dkc.fits 2016-01-14 2016-02-23 57401.677083 57441.766667 2014-12-12 57003.002083
zcv1955ei_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-13 57004.172222
zcv1955fi_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-14 57005.161806
zcv1955gi_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-15 57006.251389
zcv1955hi_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-17 57008.186111
zcv1955ii_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-18 57009.015278
zcv1955ji_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-19 57010.347917
zcv1955ki_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-21 57012.475
zcv1955li_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-22 57013.331944
zcv1955mi_dkc.fits 2016-01-14 2016-02-23 57401.677778 57441.766667 2014-12-24 57015.0125
zcv1955ni_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2014-12-24 57015.573611
zcv1955oi_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2014-12-26 57017.115972
zcv1955pi_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2014-12-27 57018.095139
zcv1955qi_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2014-12-28 57019.177778
zcv1955ri_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2014-12-31 57022.720139
zcv1955si_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2015-01-03 57025.146528
zcv1955ti_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2015-01-04 57026.014583
zcv19560i_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2015-01-05 57027.647222
zcv19561i_dkc.fits 2016-01-14 2016-02-23 57401.678472 57441.766667 2015-01-07 57029.033333
zcv19562i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-01-08 57030.027083
zcv19563i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-01-09 57031.173611
zcv19585i_dkc.fits 2016-01-21 2016-02-23 57408.622917 57441.766667 2015-01-10 57032.084722
zcv19586i_dkc.fits 2016-01-21 2016-02-23 57408.622917 57441.766667 2015-01-11 57033.101389
zcv1943ii_dkc.fits 2016-01-13 2016-02-23 57400.495139 57441.766667 2015-01-12 57034.14375
zcv1943ji_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-12 57034.520139
zcv1943ki_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-13 57035.4
zcv1943li_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-15 57037.077083
zcv1943mi_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-16 57038.025
zcv1943ni_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-17 57039.0
zcv1943oi_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-18 57040.0
zcv1943pi_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-19 57041.126389
zcv1943qi_dkc.fits 2016-01-13 2016-02-23 57400.495833 57441.766667 2015-01-20 57042.011806
zcv1943ri_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-01-21 57043.297917
zcv1943si_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-01-21 57043.620833
zcv1943ti_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-01-23 57045.15625
zcv1945qi_dkc.fits 2016-01-13 2016-02-23 57400.602778 57441.766667 2015-01-24 57046.021528
zcv1945ri_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-01-25 57047.146528
zcv1945si_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-01-26 57048.05625
zcv1945ti_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-01-29 57051.391667
zcv19460i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-01-31 57053.751389
zcv19461i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-02-01 57054.074306
zcv19462i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-02-02 57055.290972
zcv19463i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-02-04 57057.05625
zcv19464i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-02-04 57057.068056
zcv19465i_dkc.fits 2016-01-13 2016-02-23 57400.603472 57441.766667 2015-02-05 57058.172222
zcv19466i_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-06 57059.090972
zcv19468i_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-08 57061.007639
zcv19467i_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-08 57061.328472
zcv19469i_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-09 57062.463889
zcv1946ai_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-10 57063.06875
zcv1946bi_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-11 57064.409722
zcv1946ci_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-12 57065.508333
zcv1946di_dkc.fits 2016-01-13 2016-02-23 57400.604167 57441.766667 2015-02-14 57067.363889
zcv19587i_dkc.fits 2016-01-21 2016-02-23 57408.622917 57441.766667 2015-02-15 57068.435417
zcv1946ei_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-16 57069.445833
zcv1946fi_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-17 57070.177083
zcv1946gi_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-18 57071.178472
zcv1946hi_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-19 57072.113194
zcv1946ii_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-20 57073.404167
zcv1946ji_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-21 57074.075
zcv1946ki_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-22 57075.069444
zcv19496i_dkc.fits 2016-01-13 2016-02-23 57400.688889 57441.766667 2015-02-24 57077.0125
zcv1946li_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-02-24 57077.069444
zcv19497i_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-02-28 57081.15
zcv19498i_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-02 57083.092361
zcv19499i_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-03 57084.014583
zcv1949ai_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-04 57085.0125
zcv1949bi_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-05 57086.015972
zcv1949ci_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-06 57087.089583
zcv1949di_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-07 57088.0
zcv1949ei_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-08 57089.006944
zcv1949fi_dkc.fits 2016-01-13 2016-02-23 57400.689583 57441.766667 2015-03-09 57090.259722
zcv1949gi_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-10 57091.143056
zcv1949hi_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-11 57092.046528
zcv1949ii_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-12 57093.0
zcv1949ji_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-13 57094.057639
zcv1949ki_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-14 57095.011806
zcv1949li_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-15 57096.227778
zcv1949mi_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-16 57097.020833
zcv1949ni_dkc.fits 2016-01-13 2016-02-23 57400.690278 57441.766667 2015-03-17 57098.209028
zcv1949oi_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-18 57099.0
zcv1949pi_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-19 57100.193056
zcv1949qi_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-20 57101.697917
zcv1949ri_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-23 57104.709722
zcv1949si_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-26 57107.00625
zcv1949ti_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-27 57108.404167
zcv19500i_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-28 57109.0
zcv19501i_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-03-29 57110.438194
zcv1952gi_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2015-03-30 57111.020833
zcv1952hi_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2015-03-31 57112.104861
zcv1952ii_dkc.fits 2016-01-14 2016-02-23 57401.584722 57441.766667 2015-04-01 57113.213889
zcv1952ji_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-02 57114.172917
zcv1952ki_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-03 57115.019444
zcv1952li_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-04 57116.440278
zcv1952mi_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-05 57117.152083
zcv1952ni_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-06 57118.057639
zcv1952oi_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-06 57118.608333
zcv1952pi_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-08 57120.30625
zcv1952qi_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-09 57121.299306
zcv1952ri_dkc.fits 2016-01-14 2016-02-23 57401.585417 57441.766667 2015-04-10 57122.233333
zcv1952si_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-11 57123.014583
zcv1952ti_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-12 57124.009028
zcv19530i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-13 57125.027083
zcv19531i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-14 57126.018056
zcv19532i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-15 57127.325
zcv19533i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-16 57128.059028
zcv19534i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-17 57129.238889
zcv19535i_dkc.fits 2016-01-14 2016-02-23 57401.586111 57441.766667 2015-04-18 57130.124306
zcv19536i_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-04-19 57131.070139
zcv19537i_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-04-22 57134.832639
zcv19538i_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-04-25 57137.231944
zcv19539i_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-04-26 57138.222917
zcv1953ai_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-04-27 57139.125
zcv19564i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-04-28 57140.060417
zcv19565i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-04-29 57141.259028
zcv19566i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-04-30 57142.002778
zcv19567i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-05-01 57143.05
zcv19568i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-05-02 57144.0
zcv19569i_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-05-03 57145.047222
zcv1956ai_dkc.fits 2016-01-14 2016-02-23 57401.679167 57441.766667 2015-05-04 57146.107639
zcv1956bi_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-05 57147.109722
zcv1956ci_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-06 57148.609028
zcv1956di_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-07 57149.0
zcv1956ei_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-08 57150.023611
zcv1956fi_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-09 57151.111111
zcv1956gi_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-10 57152.219444
zcv1956hi_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-11 57153.020833
zcv1956ii_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-12 57154.011111
zcv1956ji_dkc.fits 2016-01-14 2016-02-23 57401.679861 57441.766667 2015-05-13 57155.00625
zcv1956ki_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-05-14 57156.970139
zcv1956li_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-05-16 57158.103472
zcv1956mi_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-05-17 57159.024306
zcv1956ni_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-05-20 57162.476389
zcv19588i_dkc.fits 2016-01-21 2016-02-23 57408.622917 57441.766667 2015-05-22 57164.202083
zcv19589i_dkc.fits 2016-01-21 2016-02-23 57408.623611 57441.766667 2015-05-24 57166.010417
zcv1958ai_dkc.fits 2016-01-21 2016-02-23 57408.623611 57441.766667 2015-05-25 57167.129861
zcv1958bi_dkc.fits 2016-01-21 2016-02-23 57408.623611 57441.766667 2015-05-25 57167.141667
zcv1958ci_dkc.fits 2016-01-21 2016-02-23 57408.623611 57441.766667 2015-05-27 57169.19375
zcv19440i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-05-28 57170.299306
zcv19441i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-05-30 57172.019444
zcv19443i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-05-31 57173.013194
zcv19442i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-05-31 57173.338194
zcv19444i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-06-01 57174.283333
zcv19445i_dkc.fits 2016-01-13 2016-02-23 57400.496528 57441.766667 2015-06-02 57175.143056
zcv19446i_dkc.fits 2016-01-13 2016-02-23 57400.497222 57441.766667 2015-06-06 57179.043056
zcv19447i_dkc.fits 2016-01-13 2016-02-23 57400.497222 57441.766667 2015-06-06 57179.152778
zcv1946mi_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-06-08 57181.3
zcv1946ni_dkc.fits 2016-01-13 2016-02-23 57400.604861 57441.766667 2015-06-09 57182.346528
zcv1946oi_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-11 57184.069444
zcv1946pi_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-12 57185.006944
zcv1946qi_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-13 57186.018056
zcv1946ri_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-14 57187.281944
zcv1946si_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-16 57189.006944
zcv1946ti_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-17 57190.094444
zcv19470i_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-17 57190.269444
zcv19471i_dkc.fits 2016-01-13 2016-02-23 57400.605556 57441.766667 2015-06-20 57193.720139
zcv19472i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-23 57196.158333
zcv19473i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-24 57197.026389
zcv19474i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-25 57198.016667
zcv19476i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-26 57199.283333
zcv19475i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-26 57199.961111
zcv19477i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-29 57202.027778
zcv19478i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-06-30 57203.119443
zcv19479i_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-07-01 57204.590972
zcv1947ai_dkc.fits 2016-01-13 2016-02-23 57400.60625 57441.766667 2015-07-02 57205.588194
zcv1947bi_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-03 57206.066667
zcv1947ci_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-04 57207.024306
zcv1947di_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-05 57208.890972
zcv1947ei_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-07 57210.08125
zcv1947fi_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-07 57210.929861
zcv1947gi_dkc.fits 2016-01-13 2016-02-23 57400.606944 57441.766667 2015-07-09 57212.3375
zcv19502i_dkc.fits 2016-01-13 2016-02-23 57400.690972 57441.766667 2015-07-10 57213.056944
zcv19503i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-11 57214.325694
zcv19504i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-12 57215.064583
zcv19505i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-15 57218.817361
zcv19506i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-18 57221.097917
zcv19507i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-19 57222.163889
zcv19508i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-19 57222.569444
zcv19509i_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-21 57224.1
zcv1950ai_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-22 57225.113889
zcv1950bi_dkc.fits 2016-01-13 2016-02-23 57400.691667 57441.766667 2015-07-23 57226.133333
zcv1950ci_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-24 57227.0
zcv1950di_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-24 57227.835417
zcv1950ei_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-26 57229.265278
zcv1950fi_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-27 57230.236806
zcv1950gi_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-28 57231.072917
zcv1950hi_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-28 57231.595139
zcv1950ii_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-29 57232.659028
zcv1950ji_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-07-30 57233.577083
zcv1950ki_dkc.fits 2016-01-13 2016-02-23 57400.692361 57441.766667 2015-08-01 57235.033333
zcv1950li_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-02 57236.0
zcv1950mi_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-03 57237.6375
zcv1950ni_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-05 57239.0
zcv1950oi_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-06 57240.738194
zcv1950pi_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-08 57242.029167
zcv1950qi_dkc.fits 2016-01-13 2016-02-23 57400.693056 57441.766667 2015-08-09 57243.0
zcv1958di_dkc.fits 2016-01-21 2016-02-23 57408.623611 57441.766667 2015-08-12 57246.166667
zcv1953bi_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-08-14 57248.152083
zcv1953ci_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-08-15 57249.011806
zcv1953di_dkc.fits 2016-01-14 2016-02-23 57401.586806 57441.766667 2015-08-16 57250.052083
zcv1953ei_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-17 57251.184722
zcv1953fi_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-18 57252.0
zcv1953gi_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-19 57253.241667
zcv1953hi_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-20 57254.035417
zcv1953ii_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-21 57255.619444
zcv1953ji_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-22 57256.360417
zcv1953ki_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-23 57257.424306
